Timestamp,Your initials,Short reference,Title,DOI,Journal,Taxonomic group,Climate change stressor,Life stage exposed to the stressor,Life stage of the animals when traits were measured,Trait category,Trait details,Additional comments
45611.24565,me,Bussy_et_al_2024,The lack of plasticity and interspecific variability in thermal limits produce a highly heat-tolerant tropical host-parasitoid system,10.1016/j.jtherbio.2024.103930,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Mix (before and after hatching)",Adults,Environmental tolerance and preference,CTmax; heat-hardening,
45611.25017,me,Bagni_et_al_2024,Fitness under high temperatures is overestimated when daily thermal fluctuation is ignored,10.1016/j.jtherbio.2024.103806,Journal of Thermal Biology,Insect,Temperature,Mix (before and after hatching),"Larvae or juveniles, Adults","Environmental tolerance and preference, Reproduction",developmental rate; survival rate from 1st to 4th larval instars; survival rate from 4th larval instar to pupation; pupal survival rate; mating rate; hatching rate.,
45611.25394,me,Roach_et_al_2024,"Phenotypic, endocrinological, and metabolic effects of zearalenone exposure and additive effect of heat stress in prepubertal female pigs",10.1016/j.jtherbio.2023.103742,Journal of Thermal Biology,Mammal,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Energetics and metabolism, Immune function and stress physiology, Development",feed intake; weight gain; white blood cell count; hematocrit; lymphocytes; 17 beta-estradiol; Serum metabolites; ovary weight; uterus weight; teat size; vulva area,
45611.26235,me,Jacobs_et_al_2021,"Oxidative stress in response to heat stress in wild caught Namaqua rock mice, Micaelamys namaquensis",10.1016/j.jtherbio.2021.102958,Journal of Thermal Biology,Mammal,"Temperature, dehydration",Unclear,Unclear,Immune function and stress physiology,Malondialdehyde concentration; Protein carbonyl concentration; Superoxide dismutase concentration; Total antioxidant capacity,
45611.27512,me,Stazione_et_al_2019,Heat-hardening effects on mating success at high temperature in Drosophila melanogaster,10.1016/j.jtherbio.2019.02.001,Journal of Thermal Biology,Insect,Temperature,Adults,Adults,Reproduction,mating success,
45611.47185,me,Motyka_et_al_2017,"Long-term hypoxia exposure alters the cardiorespiratory physiology of steelhead trout (Oncorhynchus mykiss), but does not affect their upper thermal tolerance",10.1016/j.jtherbio.2016.03.007,Journal of Thermal Biology,Fish,Oxygen,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism, Cardiovascular physiology",Ctmax; metabolism; hematocrit; hemoglobin; heart rate; cardiac output (Q); cardiac morphology: affinity and density of myocardial beta-adrenoreceptors,
45611.47742,me,Leon-Quinto_et_al_2024,Experimental evidence of a Neotropical pest insect moderately tolerant to complete freezing,10.1016/j.jtherbio.2024.103939,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,Median lethal temperature (LT50); Chill coma temperature; supercooling point; freezing time; freezing survival,
45611.48298,me,Turriago_et_al_2023,The time course of acclimation of critical thermal maxima is modulated by the magnitude of temperature change and thermal daily fluctuations,10.1016/j.jtherbio.2023.103545,Journal of Thermal Biology,Amphibian,Temperature,Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,CTmax (thermal tolerance); Thermal acclimation rate,
45611.48505,me,Feugere_et_al_2021,Thermal stress induces a positive phenotypic and molecular feedback loop in zebrafish embryos,10.1016/j.jtherbio.2021.103114,Journal of Thermal Biology,Fish,Temperature,Embryos,Embryos,"Environmental tolerance and preference, Immune function and stress physiology, Development",growth; gene expression; whole-embryo cortisol ,
45611.49589,me,Leonard_et_al_2021,Predicting the current and future distribution of the edible long-horned grasshopper Ruspolia differens (Serville) using temperature-dependent phenology models,10.1016/j.jtherbio.2020.102786,Journal of Thermal Biology,Insect,Temperature,"Embryos, Larvae or juveniles, Adults","Embryos, Larvae or juveniles, Adults","Environmental tolerance and preference, Reproduction",development time; development rate; mortality rate; female fecundity; adult senesence,
45611.50089,me,Hodgson_and_Schwanz_2019,Drop it like it's hot: Interpopulation variation in thermal phenotypes shows counter-gradient pattern,10.1016/j.jtherbio.2019.05.016,Journal of Thermal Biology,Reptile,Temperature,Adults,Adults,Environmental tolerance and preference,thermal preference; thermal limit,
45622.23819,me,Baudet_et_al_2022,emperature-mediated developmental plasticity in winter and summer larvae of Palaemon serratus,10.1016/j.jtherbio.2022.103343,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,Development,metamorphosis rate; developmental time; number of instars; succession of larval stages; ,
45622.24233,me,Kamalam_et_al_2019,emperature and oxygen related ecophysiological traits of snow trout (Schizothorax richardsonii) are sensitive to seasonal changes in a Himalayan stream environment,10.1016/j.jtherbio.2019.04.014,Journal of Thermal Biology,Fish,Temperature,Unclear,Unclear,"Environmental tolerance and preference, Energetics and metabolism",CTmax; CTmin; ILOS hypoxia; RMR; MMR; hemoglobin; hematocrit; condition factor,
45622.24597,me,Izadi_et_al_2019,Changes in biochemical contents and survival rates of two stored product moths under different thermal regimes,10.1016/j.jtherbio.2018.12.022,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",supercooling point; cold tolerance; survival; glycogen content; polyol content; AMPK enzyme activity; pp1; pp2,
45622.25194,me,Chang_et_al_2021,Effects of temperature and salinity on antioxidant responses in livers of temperate (Dicentrarchus labrax) and tropical (Chanos Chanos) marine euryhaline fish,10.1016/j.jtherbio.2021.103016,Journal of Thermal Biology,Fish,"Temperature, Salinity",Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,mRNA levels of SOD; enzyme activity of SOD; protein levels of SOD; catalase mRNA activity; Catalase protein levels,
45622.26882,me,Luo_et_al_2017,"Effect of water temperature on reproductive performance and offspring quality of rare minnow, Gobiocypris rarus",10.1016/j.jtherbio.2017.05.002,Journal of Thermal Biology,Fish,Temperature,Adults,"Embryos, Larvae or juveniles, Adults","Environmental tolerance and preference, Reproduction",spawning temperature; egg production; fertilization rate; hatching rate; vitellogenesis; oocyte maturation; ovulation,
45622.27206,me,Jena_et_al_2013,Effects of temperature on modulation of oxidative stress and antioxidant defenses in testes of tropical tasar silkworm Antheraea mylitta,10.1016/j.jtherbio.2013.02.008,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",oxygen consumption; TBAR level in testis; Total hydroperoxide content in testis; Superoxide dismutase; catalase activity; Glutathione-S-transferase; Ascorbic acid,
45622.27739,me,Domenech_and_Fricke_2023,Developmental heat stress interrupts spermatogenesis inducing early male sterility in Drosophila melanogaster,10.1016/j.jtherbio.2023.103589,Journal of Thermal Biology,Insect,Temperature,"Embryos, Larvae or juveniles, Adults","Larvae or juveniles, Adults",Reproduction,sperm presence; sperm location; sperm area; effects of temperature on fertility dependent on what developmental stage was exposed,
45622.2865,me,Rodgers_and_ Isaza_2022,"Stress history affects heat tolerance in an aquatic ectotherm (Chinook salmon, Oncorhynchus tshawytscha)",10.1016/j.jtherbio.2022.103252,Journal of Thermal Biology,Fish,"Salinity, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",body mass; length; CTmax,
45622.28975,me,Kir_2020,Thermal tolerance and standard metabolic rate of juvenile gilthead seabream (Sparus aurata) acclimated to four temperatures,10.1016/j.jtherbio.2020.102739,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",thermal tolerance; metabolic rate (SMR); temperature preference,
45622.29231,me,Shamakhi_et_al_2019,Effect of thermal stress on the immune responses of Chilo suppressalis walker (Lepidoptera: Crambidae) to Beauveria bassiana,10.1016/j.jtherbio.2019.07.006,Journal of Thermal Biology,Insect,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,Immune function and stress physiology,hemocyte count; Plasmatocyte counts; granulocyte counts; phenoloxidase activity; gene expression of immune genes,
45622.29535,me,Vandewint_et_al_2019,Evaporative cooling and vasodilation mediate thermoregulation in naked mole-rats during normoxia but not hypoxia,10.1016/j.jtherbio.2019.07.011,Journal of Thermal Biology,Mammal,"Oxygen, Humidity",Adults,Adults,"Energetics and metabolism, Cardiovascular physiology",body temperature; metabolic rate; vasodilation,
45622.30354,me,Lung_and_Storey_2022,"DNA damage and repair responses to freezing and anoxia stresses in wood frogs, Rana sylvatica",10.1016/j.jtherbio.2022.103274,Journal of Thermal Biology,Amphibian,"Temperature, Oxygen",Adults,Adults,Immune function and stress physiology,relative expression of oxidized guanine; total antioxidant capacity; Double-stranded break (DSB) DNA repair protein expression; ,
45622.30678,me,Messerman_et_al_2022,Divergent physiological acclimation responses to warming between two co-occurring salamander species and implications for terrestrial survival,10.1016/j.jtherbio.2022.103228,Journal of Thermal Biology,Amphibian,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",CTmax; Metabolism; Rate of water loss; whole body size measurements,
45622.31175,me,Xu_et_al_2022,Energy metabolism response of Litopenaeus vannamei to combined stress of acute cold exposure and waterless duration: Implications for physiological regulation and waterless live transport,10.1016/j.jtherbio.2021.103149,Journal of Thermal Biology,Other invertebrate,"Temperature, desiccation",Unclear,Unclear,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology",survival; cortisol; hemocyanin concentration; glucose; lactate; glycogen; activities of energy metabolism-related enzymes; ATP content; ATPase activity,
45622.31543,me,Iyasere_et_al_2021,Which factor is more important: Intensity or duration of episodic heat stress on broiler chickens?,10.1016/j.jtherbio.2021.102981,Journal of Thermal Biology,Bird,Temperature,Unclear,Unclear,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology, Development","core body temperature; feed intake; blood parameters (pH, Pco2, calcium, bicarbonate, Co2, Sodium, glucose, hematocrit); growth; mortality",
45622.31833,me,Zhang_et_al_2021,"The effect of long-term cold acclimation on redox state and antioxidant defense in the high-altitude frog, Nanorana pleskei",10.1016/j.jtherbio.2021.103008,Journal of Thermal Biology,Amphibian,Temperature,Adults,Adults,Immune function and stress physiology,oxidative stress; oxidative damage; oxidative defense mechanisms ,
45622.35801,me,de Oliveira Anderson_et_al_2018,"Seasonal variation in the thermal biology of a terrestrial toad, Rhinella icterica (Bufonidae), from the Brazilian Atlantic Forest",10.1016/j.jtherbio.2018.03.011,Journal of Thermal Biology,Amphibian,Temperature,Unclear,Unclear,Environmental tolerance and preference,thermal preference; CTMax; CTmin,
45622.35989,me,Kierat_et_al_2017,The thermal environment of the nest affects body and cell size in the solitary red mason bee (Osmia bicornis L.),10.1016/j.jtherbio.2016.11.008,Journal of Thermal Biology,Insect,Temperature,Unclear,Unclear,Development,body size; ommatidia size ,
45622.36304,me,Nishizaki_and_Carrington_2015,The effect of water temperature and velocity on barnacle growth: Quantifying the impact of multiple environmental stressors,10.1016/j.jtherbio.2015.02.002,Journal of Thermal Biology,Other invertebrate,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,Development,growth,
45622.36442,me,Haatanen_et_al_2015,Effects of overwintering temperature on the survival of the black garden ant (Lasius niger),10.1016/j.jtherbio.2015.02.012,Journal of Thermal Biology,Insect,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",survival; body size; immune defense ,
45622.36683,me,White_et_al_2024,Thermal tolerance plasticity and dynamics of thermal tolerance in Eublepharis macularius: Implications for future climate-driven heat stress,10.1016/j.jtherbio.2024.103912,Journal of Thermal Biology,Reptile,Temperature,Adults,Adults,Environmental tolerance and preference,CTmax; thermal plasticity,
45622.37053,me,Abd El-Emam_et_al_2023,Heat stress disrupts spermatogenesis via modulation of sperm-specific calcium channels in rats,10.1016/j.jtherbio.2023.103465,Journal of Thermal Biology,Mammal,Temperature,Unclear,Unclear,Reproduction,testicular weight; morphological testis changes; sperm motility; sperm number; sperm abnormalities; mRNA and protein levels of sperm related genes,
45622.37316,me,Stavrakidis-Zachou_et_al_2021,"Thermal tolerance, metabolic scope and performance of meagre, Argyrosomus regius, reared under high water temperatures",10.1016/j.jtherbio.2021.103063,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Energetics and metabolism, Immune function and stress physiology",growth performance; metabolism; molecular measurements; haematological; enzymes; hormones,
45622.37703,me,Srygley_et_al_2022,"Temperature effects on Mormon cricket Anabrus simplex embryo development, hatching and nymphal growth: Thermal performance curves change with ontogeny",10.1016/j.jtherbio.2022.103356,Journal of Thermal Biology,Insect,Temperature,Mix (before and after hatching),"Embryos, Larvae or juveniles",Development,embryo development rate; hatching rate; nymphal development; nymphal hatching,
45622.37986,me,Liu_et_al_2021,Effects of acute low temperature stress on the hormones and gene expression of glucocorticoid receptor of large yellow croaker Larimichthys crocea,10.1016/j.jtherbio.2021.103018,Journal of Thermal Biology,Fish,Temperature,Unclear,Unclear,Immune function and stress physiology,plasma cortisol; thyroid hormone; triiodothyronine (T3); thyroxine (T4); total cholesterol; glucose ,
45622.38246,me,Gogoi_et_al_2021,Impact of heat stress on broilers with varying body weights: Elucidating their interactive role through physiological signatures,10.1016/j.jtherbio.2021.102840,Journal of Thermal Biology,Bird,"Temperature, Interaction with non-climatic stressor",Unclear,Unclear,"Cardiovascular physiology, Immune function and stress physiology",heart rate; blood pressure; body temperature; Lymphocytes; eosinophils; total red blood cell count; haemoglobin; haematocrit; corticosterone ; triiodothyronine; Serum triglycerides ,
45622.3839,me,Hoover_and_Marks_2021,Short communication: Context matters: Adult size is contingent on embryonic temperature in Drosophila melanogaster,10.1016/j.jtherbio.2020.102820,Journal of Thermal Biology,Insect,Temperature,Embryos,Adults,Development,Adult body size,
45622.39577,me,Rowsey_et_al_2024,Temperature-dependent exercise recovery is not associated with behavioral thermoregulation in a salmonid fish,10.1016/j.jtherbio.2024.103888,Journal of Thermal Biology,Fish,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology",Thermal preference; metabolic rate; plasma osmolality; plasma lactate; muscle lactate,
45622.40157,me,kim_et_al_2021,Physiological and behavioral responses of laying hens exposed to long-term high temperature,10.1016/j.jtherbio.2021.103017,Journal of Thermal Biology,Bird,Temperature,Adults,"Adults, unfertilized eggs","Cardiovascular physiology, Immune function and stress physiology",rectal temperature; heart rate; body-surface temperature; plasma cort; yolk cort,
45622.40383,me,Fan_et_al_2021,"Physiological, developmental, and behavioral plasticity in response to thermal acclimation",10.1016/j.jtherbio.2021.102866,Journal of Thermal Biology,Amphibian,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",thermal preference; CTmax; CTmin; development; body size,
45622.41227,me,Pacheco-Carlon_et_al_2023,Biochemical composition and adenylate energy charge shifts in longfin yellowtail (Seriola rivoliana) embryos during development under different temperatures,10.1016/j.jtherbio.2023.103470,Journal of Thermal Biology,Fish,Temperature,Mix (before and after hatching),"Embryos, Larvae or juveniles",Energetics and metabolism," metabolic fuels (protein, lipids, triacylglicerides, carbohydrates); adenylic nucleotides and derivates (ATP, ADP, AMP, IMP); adenylate energy charge (AEC) ",
45622.41454,me,Galletta_et_al_2022,Acute exposure to high temperature affects expression of heat shock proteins in altricial avian embryos,10.1016/j.jtherbio.2022.103347,Journal of Thermal Biology,Bird,Temperature,Embryos,Embryos,Environmental tolerance and preference,gene expression of three thermal genes,
45623.25473,me,Simon_et_al_2015,Upper thermal tolerance plasticity in tropical amphibian species from contrasting habitats: Implications for warming impact prediction,10.1016/j.jtherbio.2014.12.008,Journal of Thermal Biology,Amphibian,Temperature,Mix (before and after hatching),Larvae or juveniles,Environmental tolerance and preference,CTmax; Warming tolerance,
45623.25781,me,Bretzlaff_et_al_2023,High temperature sensitivity of bumblebee castes and the colony-level costs of thermoregulation in Bombus impatiens,High temperature sensitivity of bumblebee castes and the colony-level costs of thermoregulation in Bombus impatiens,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Adults","Larvae or juveniles, Adults",Energetics and metabolism,Colony metabolic rate following acute temperature increase,
45623.26017,me,McDonald_et_al_2022,"Thermal tolerance of an invasive drywood termite, Cryptotermes brevis (Blattodea: Kalotermitidae)",10.1016/j.jtherbio.2022.103199,Journal of Thermal Biology,Insect,Temperature,Unclear,Unclear,"Environmental tolerance and preference, gut microbiome",Survival; gut fauna,
45623.26389,me,Sunar_and_Kir_2021,Thermal tolerance of Acartia tonsa: In relation to acclimation temperature and life stage,10.1016/j.jtherbio.2021.103116,Journal of Thermal Biology,Other invertebrate,Temperature,"Larvae or juveniles, Adults","Larvae or juveniles, Adults",Environmental tolerance and preference,Survival; CTmax; CTmin; Lower incipient lethal temperature; Upper incipient lethal temperature,
45623.2671,me,Knapp_et_al_2018,"Studies on chill coma recovery in the ladybird, Harmonia axyridis: Ontogenetic profile, effect of repeated cold exposures, and capacity to predict winter survival",10.1016/j.jtherbio.2018.04.013,Journal of Thermal Biology,Insect,Temperature,"Embryos, Larvae or juveniles, Adults","Larvae or juveniles, Adults",Environmental tolerance and preference,Survival; Chill coma recovery time,
45623.26922,me,Patterson_et_al_2017,Support for the thermal coadaptation hypothesis from the growth rates of Sceloporus jarrovii lizards,10.1016/j.jtherbio.2017.09.007,Journal of Thermal Biology,Reptile,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",growth rate; oxygen consumption (RMR) ,
45623.27415,me,Baudet_et_al_2024,Larval feeding activity and use of embryonic resources determine juvenile performance of the common prawn Palaemon serratus,10.1016/j.jtherbio.2024.103892,Journal of Thermal Biology,Other invertebrate,"Temperature, Interaction with non-climatic stressor",Mix (before and after hatching),Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",embryo hatching rate; Average biomass; lipid content; prey consumption; larval development rate; metamorphosis rate; development time,
45623.27674,me,Hope_and_Angelier_2024,Effects of the temperature during embryonic development on adult reproduction and the phenotype of the second generation in zebra finches,10.1016/j.jtherbio.2024.103787,Journal of Thermal Biology,Bird,Temperature,Embryos,"Adults, Progeny of these adults that were exposed to diff temperature as embryos (F2)","Reproduction, Development",Body mass; Beak size; survival; latency to lay; clutch size; egg mass; incubation period; hatching success/asynchrony; fledging rate,
45623.27973,me,Kreiman_et_al_2023,"Julian Mensch a, b, {*",10.1016/j.jtherbio.2023.103504,Journal of Thermal Biology,Insect,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Environmental tolerance and preference, Reproduction",survival; lifespan; ovarian maturation; reproductive output (fecundity and fertility),
45623.28473,me,de Alba_et_al_2021,Rearing temperature conditions (constant vs. thermocycle) affect daily rhythms of thermal tolerance and sensing in zebrafish,10.1016/j.jtherbio.2021.102880,Journal of Thermal Biology,Fish,"Temperature, Interaction with non-climatic stressor",Mix (before and after hatching),"Larvae or juveniles, Adults","Environmental tolerance and preference, Development",Mortality rate; thermal tolerance via heat shock; gene expression of thermal genes,
45623.29103,me,Mutwedu_et_al_2021,Thermal stress causes oxidative stress and physiological changes in female rabbits,10.1016/j.jtherbio.2020.102780,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",Feed intake; body weight; hemoglobin; redblood cell:white blood cell ratio;  protein; catalase activity; superoxide dismutaseactivity; glutathione pemxidase; activity,
45623.29424,me,Doxa_et_al_2021,"Effect of temperature on embryonic development of the marine gastropod Charonia seguenzae (Aradas \& Benoit, 1870)",10.1016/j.jtherbio.2021.103044,Journal of Thermal Biology,Other invertebrate,Temperature,"Embryos, Larvae or juveniles","Embryos, Larvae or juveniles","Environmental tolerance and preference, Development",survival; developmental rate; larval deformity rate,
45623.29701,me,Wang_et_al_2019,Thermoneutral temperature reduces liver volume but increases fat content in a mammalian hibernator,10.1016/j.jtherbio.2019.05.015,Journal of Thermal Biology,Mammal,Temperature,Larvae or juveniles,Larvae or juveniles,"Energetics and metabolism, Development",total body mass; liver volume; liver lipids,
45623.29909,me,Hoefnagel_et_al_2017,"Long-term and acute effects of temperature and oxygen on metabolism, food intake, growth and heat tolerance in a freshwater gastropod",10.1016/j.jtherbio.2016.11.017,Journal of Thermal Biology,Other invertebrate,"Temperature, Oxygen",Larvae or juveniles,"Larvae or juveniles, Adults","Environmental tolerance and preference, Energetics and metabolism",growth; feed intake; assimilation efficiency; respiration rate; ammonium excretion rate; CTmax,
45623.30206,me,Hoefnagel_et_al_2015,Is the temperature-size rule mediated by oxygen in aquatic ectotherms?,10.1016/j.jtherbio.2014.12.003,Journal of Thermal Biology,Other invertebrate,"Temperature, Oxygen",Larvae or juveniles,Unclear,"Environmental tolerance and preference, Reproduction",survival; maturity; length; growth,
45623.30336,me,Qiang_et_al_2013,"Effect of water temperature, salinity, and their interaction on growth, plasma osmolality, and gill Na+, K+-ATPase activity in juvenile GIFT tilapia Oreochromis niloticus (L.)",10.1016/j.jtherbio.2013.04.002,Journal of Thermal Biology,Fish,"Temperature, Salinity",Larvae or juveniles,Larvae or juveniles,"Osmoregulation, Development","specific growth rate (SGR); feed efficiency (FE); plasma osmolality; gill Na+, K+-ATPase activity",
45623.30667,me,Marchetti_et_al_2023,Invasive frogs show persistent physiological differences to elevation and acclimate to colder temperatures,10.1016/j.jtherbio.2023.103590,Journal of Thermal Biology,Amphibian,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",critical thermal minimum (CTmin); blood glucose; oxidative stress; corticosterone levels,
45623.31209,me,Yilmaz_et_al_2021,"The impact of acute cold water stress on blood parameters, mortality rate and stress-related genes in Oreochromis niloticus, Oreochromis mossambicus and their hybrids",10.1016/j.jtherbio.2021.103049,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Immune function and stress physiology",hematological parameters; serum biochemical variables; cortisol; innate immune responses; antioxidant status; liver gene expression responses,
45623.31461,me,Saeidi_et_al_2021,Thermal tolerance variations and physiological adjustments in a winter active and a summer active aphid species,10.1016/j.jtherbio.2021.102950,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Adults",Adults,Environmental tolerance and preference,survival; sugars and polyols; heat shock protein expression,
45623.31737,me,Plasman_and_Torres_2019,Feeling the heat: Extreme temperatures compromise constitutive innate humoral immunity and skin color in a desert dwelling lizard,10.1016/j.jtherbio.2019.05.012,Journal of Thermal Biology,Reptile,Temperature,Adults,Adults,Immune function and stress physiology,Body color; immune responses ,
45623.31906,me,Price_et_al_2017,"Thermal acclimation in American alligators: Effects of temperature regime on growth rate, mitochondrial function, and membrane composition",10.1016/j.jtherbio.2016.06.016,Journal of Thermal Biology,Reptile,Temperature,Larvae or juveniles,Larvae or juveniles,"Energetics and metabolism, Development",growth rate; organ mass; metabolic rate; mitochondrial oxidative phosphorylation; Membrane fatty acid composition,
45623.32129,me,He_et_al_2014,Effect of rearing temperature on growth and thermal tolerance of Schizothorax (Racoma) kozlovi larvae and juveniles,10.1016/j.jtherbio.2014.09.009,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",growth; CTmax; Lethal thermal max,
45623.32986,me,Tobias_et_al_2024,"Geography and developmental plasticity shape post-larval thermal tolerance in the golden star tunicate, Botryllus schlosseri",10.1016/j.jtherbio.2023.103763,Journal of Thermal Biology,Other invertebrate,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,Survival; LT50,
45623.33271,me,Said_et_al_2022,"Mortality, energy reserves, and oxidative stress responses of three native freshwater mussels to temperature as an indicator of potential impacts of climate change: A laboratory experimental approach",10.1016/j.jtherbio.2021.103154,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",mortality; energy reserves; ATP; oxidative stress; tissue condition index,
45623.33674,me,Vasudevan_and_Rajendran_2021,"Thermal stress induced hyperglycemia in the blue swimmer crab, Portunus pelagicus",10.1016/j.jtherbio.2021.103076,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,Immune function and stress physiology,hemolymph glucose; hepatopancreas glycogen; crustacean hyperglycaemic hormone,
45623.33806,me,Doxa_et_al_2021,"Effect of temperature on the development of deformities during the embryonic stages of Charonia seguenzae (Aradas \& Benoit, 1870)",10.1016/j.jtherbio.2021.103046,Journal of Thermal Biology,Other invertebrate,Temperature,Mix (before and after hatching),Larvae or juveniles,Environmental tolerance and preference,survival; deformities,
45623.33993,me,Sakurai_et_al_2021,Importance of experienced thermal history: Effect of acclimation temperatures on the high-temperature tolerance and growth performance of juvenile marbled flounder,10.1016/j.jtherbio.2020.102831,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",growth; food consumption; LT50,
45623.34156,me,Ahammad_et_al_2021,"Muscle cellularity, growth performance and growth-related gene expression of juvenile climbing perch Anabas testudineus in response to different eggs incubation temperature",10.1016/j.jtherbio.2020.102830,Journal of Thermal Biology,Fish,Temperature,Embryos,Larvae or juveniles,Development,hatching rate; growth; survival; muscle fiber formation; gene expression of growth-related genes,
45623.34878,me,Weber_et_al_2024,Resetting thermal limits: 10-year-old white sturgeon display pronounced but reversible thermal plasticity,10.1016/j.jtherbio.2024.103807,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology","CTmax; liver size; spleen size; cortisol; hematocrit, hemoglobin",
45623.35074,me,de Amaral_et_al_2024,Urea and glucose modulation during freezing exposure in three temperate frogs reveals specific targets in relation to climate,10.1016/j.jtherbio.2024.103854,Journal of Thermal Biology,Amphibian,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",Survival and recovery from freezing; Urea concentrations; glucose concentrations,
45623.35273,me,Lechner_et_al_2024,Thermal stressors during embryo incubation have limited ontogenic carryover effects in brook trout,10.1016/j.jtherbio.2024.103880,Journal of Thermal Biology,Fish,Temperature,Embryos,Larvae or juveniles,"Environmental tolerance and preference, Development",Body size; CTmax,
45623.35441,me,Nepal_et_al_2024,Physiologically-informed predictions of climate warming effects on native and non-native populations of blue catfish,10.1016/j.jtherbio.2024.103951,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",survival; metabolic scope; food consumption,
45623.35615,me,Majdi_et_al_2019,Effects of a broad range of experimental temperatures on the population growth and body-size of five species of free-living nematodes,10.1016/j.jtherbio.2018.12.010,Journal of Thermal Biology,Other invertebrate,Temperature,Unclear,Unclear,"Environmental tolerance and preference, Reproduction, Development",survival; body size; number of eggs,
45606.53821,ML,Fernandez_etal_2021,Short- and long-term dynamics of the physiological and behavioral response to heat stress and thymol supplementation in Japanese quail,10.1016/j.jtherbio.2021.102876,Journal of Thermal Biology,Bird,Temperature,Adults,Adults,Energetics and metabolism,respiratory rates; weight of droppings,
45606.64714,ML,Zhao_etal_2021,Integrated metabolome and transcriptome analyses revealing the effects of thermal stress on lipid metabolism in juvenile turbot Scophthalmus maximus,10.1016/j.jtherbio.2021.102937,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,Energetics and metabolism, metabolites,
45606.658,ML,Zhang_etal_2014,Temporal patterns of cardiac performance and genes encoding heat shock proteins and metabolic sensors of an intertidal limpet Cellana toreuma during sublethal heat stress,10.1016/j.jtherbio.2014.02.003,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,"Energetics and metabolism, Cardiovascular physiology, Immune function and stress physiology","heart rate, oxidative stress, heat shock response, cellular metabolism",
45606.66083,ML,Zhang_etal_2014,"Exposing eggs to high temperatures affects the development, survival and reproduction of Harmonia axyridis",10.1016/j.jtherbio.2013.11.007,Journal of Thermal Biology,Insect,Temperature,Embryos,"Embryos, Larvae or juveniles, Adults","Reproduction, Development, longevity",development; survival; weight; reproduction; longevity,
